,name,Action,Adventure,Casual,Horror,Multiplayer,Racing,RPG,Simulation,Sport,Strategy,firstReleaseDate,earlyAccess,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamUrl
10593,Pixel Puzzles 3: Ukiyo-e Jigsaws,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-06-20,False,148,2.99,179.0,7.0167685764151,100,Indie,Pixel Puzzles,Pixel Puzzles,https://store.steampowered.com/app/1131070
10594,Pixel Puzzles Aardman Jigsaws,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2024-04-11,False,1155,0.0,74.0,14.030881197489697,93,Hobbyist,Sunset Sugar Studios,Pixel Puzzles,https://store.steampowered.com/app/939970
10595,Pixel Puzzles Musical,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-04-25,False,745,0.0,0.0,10.682533392659217,83,Indie,IndieGala,Pixel Puzzles,https://store.steampowered.com/app/1005230
10596,Pixel Puzzles Trivia,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-01-29,True,1018,0.0,0.0,3.460123807898989,87,Indie,DL Softworks,DL Softworks,https://store.steampowered.com/app/1005210
10597,Pixel Race Maker,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-07-18,False,57,0.0,0.0,3.998643240356476,100,Hobbyist,Imprint Gaming,Imprint Gaming,https://store.steampowered.com/app/2985510
10598,Pixel Restorer,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2024-09-18,False,5642,0.0,0.0,7.207880859699377,90,Indie,Catnip studio,Catnip studio,https://store.steampowered.com/app/3110490
10599,Pixel Royale 3D,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-03-15,False,2566,0.0,0.0,4.875841466948271,47,Hobbyist,Squidy,Squidy,https://store.steampowered.com/app/2511180
10600,Pixel Town: Akanemachi Sideshow,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-05-24,False,1331,9.99,9729.0,8.469958483919322,88,Indie,Kagura Games,Sprite Hills,https://store.steampowered.com/app/2420630
10601,Pixel With Your Friends,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-08-02,False,623,4.99,2080.0,16.113965940594927,100,Indie,SkyCat Games,SkyCat Games,https://store.steampowered.com/app/1391200
10602,PixelQuest - Herb's Adventure,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-10-10,False,102,9.99,794.0,8.298726424992273,83,Hobbyist,AntaresVids,AntaresVids,https://store.steampowered.com/app/3082310
10603,Pixelgroove,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-08,False,1,4.99,4.0,0.0,0,Hobbyist,Dream Dimension,Dream Dimension,https://store.steampowered.com/app/2871570
10604,Pixelite Online,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-12-04,True,425,0.0,0.0,75.42595496538308,57,Hobbyist,Dreamweaver Games,Freezex121,https://store.steampowered.com/app/3252770
10605,Pixelitos - Spritle Royale,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2024-07-02,False,1979,0.0,0.0,10.311585653850717,66,Hobbyist,ElStrawFedora,ElStrawFedora,https://store.steampowered.com/app/2999540
10606,Pixelmon Arena,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-26,False,15,1.99,26.0,0.0,0,Hobbyist,Mon.co,Liquidx Sdn. Bhd.,https://store.steampowered.com/app/3201790
10607,Pixels With Comics,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-09,False,1,6.99,6.0,0.0,0,Hobbyist,GhostDmc,GhostDmc,https://store.steampowered.com/app/2517210
10608,Pixeplorer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-15,False,150,0.0,0.0,1.2399540454657392,60,Hobbyist,RadR1sh,RadR1sh,https://store.steampowered.com/app/3135220
10609,Pizza Clicker,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-07-18,False,1092,0.0,0.0,20.960318954056515,46,Indie,ArtDock,ArtDock,https://store.steampowered.com/app/3068320
10610,Pizza Hero,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-06-25,False,1484,1.99,1322.0,0.0,89,Hobbyist,Astro Hound,Astro Hound,https://store.steampowered.com/app/2202770
10611,PizzaDefense,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-10,False,1,0.99,0.0,0.0,0,Hobbyist,LN,LN,https://store.steampowered.com/app/3362070
10612,PizzaPanic,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2024-12-01,False,67,11.99,649.0,1.962640198876276,92,Hobbyist,Catnip Lab,Catnip Lab,https://store.steampowered.com/app/2716960
10613,Pizzakai,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-20,False,203,0.0,0.0,1.805088762743971,83,Hobbyist,Secret Ten Studios,Secret Ten Studios,https://store.steampowered.com/app/2834430
10614,Pizzapocalypse,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-08,False,8600,0.0,0.0,2.750999585206117,97,Hobbyist,Breda University of Applied Sciences,Funny Rock Image,https://store.steampowered.com/app/3224960
10615,Pizzeria,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-07-08,False,4285,0.0,0.0,19.03042739591564,57,Hobbyist,Green Juice Studios,Green Juice Studios,https://store.steampowered.com/app/3062410
10616,Place of Decay,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-10-16,False,36,4.99,161.0,2.571764997289598,50,Hobbyist,GridBoxGames,GridBoxGames,https://store.steampowered.com/app/3215270
10617,Plague of Athens VR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-07,False,40,0.0,0.0,2.8016278395376504,100,Hobbyist,History Adventures,"History Adventures,Visual UniVRs",https://store.steampowered.com/app/3087480
10618,Plague: London 1665,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2024-10-09,False,600,14.99,6632.0,5.6958413643824,95,Indie,WASD Games,WASD Games,https://store.steampowered.com/app/2225010
10619,Plains of Havoc,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2024-10-28,True,196,8.99,1483.0,9.468390484015854,96,Hobbyist,Tiny Island Games,Tiny Island Games,https://store.steampowered.com/app/2212550
10620,Plane Accident,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-02-20,True,5829,11.99,50519.0,2.139574233220186,65,Indie,"Duality Games,HeartBeat Games","White Pig Games,Spirit Games Studio",https://store.steampowered.com/app/1682340
10621,Plane Accident: Prologue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-01-18,False,4938,0.0,0.0,1.2899051296624402,71,Indie,"Duality Games,HeartBeat Games","White Pig Games,Spirit Games Studio",https://store.steampowered.com/app/2104670
10622,Plane Starship2:Galactic Contender,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2024-10-31,False,24,5.99,129.0,12.346556685498625,100,Hobbyist,爱芙尔,Qruppo,https://store.steampowered.com/app/2925130
10623,Planet Coaster 2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2024-11-06,False,233147,49.99,10627796.0,0.0,0,AA,Frontier Developments,Peach Rain,https://store.steampowered.com/app/2688950
10624,Planet Factory,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-12-19,False,219,0.99,181.0,2.7792467382234234,87,Hobbyist,SupremeGuardianGames,SupremeGuardianGames,https://store.steampowered.com/app/3324570
10625,Planet Finder,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-11-21,True,1,0.99,0.0,0.0,0,Hobbyist,Artur Rezende,Artur Rezende,https://store.steampowered.com/app/3317820
10626,Planet Game,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-10,False,30,0.99,26.0,0.0,100,Hobbyist,Daibond,Daibond,https://store.steampowered.com/app/2929960
10627,Planet Miners,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-11-26,False,49,11.99,422.0,2.550001691721004,75,Hobbyist,Moon Ice Games,Moon Ice Games,https://store.steampowered.com/app/3142940
10628,Planet Mort,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-23,False,308,0.0,0.0,4.136404218800573,94,Hobbyist,Pomoranian,Pomoranian,https://store.steampowered.com/app/2738710
10629,Planet Scanner,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-10-22,False,98,7.99,580.0,2.522892668932536,100,Hobbyist,Ham Goblin,Ham Goblin,https://store.steampowered.com/app/2684360
10630,Planet Shield,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-25,False,1,2.99,2.0,0.0,0,Hobbyist,"Roland Stanford,kolossilquest.",Roland Stanford,https://store.steampowered.com/app/3224180
10631,Planetaries,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2024-08-15,True,4300,19.99,72386.0,18.85597775492908,61,Indie,EY-Studio,EY-Studio,https://store.steampowered.com/app/2800450
10632,Planetary Conflict: 2301,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-08-01,False,15,4.99,67.0,1.0598047245430682,100,Hobbyist,Sunrealm Studios,Sunrealm Studios,https://store.steampowered.com/app/3101600
10633,Planetiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-04-03,False,1947,9.99,14506.0,3.1576379947065614,86,Indie,MythicOwl,MythicOwl,https://store.steampowered.com/app/2447030
10634,Planetka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-03-27,False,7755,0.0,0.0,2.878398275306492,91,Hobbyist,TeTerka,TeTerka,https://store.steampowered.com/app/2878100
10635,Planetoid Evasion,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-10,False,103,0.0,0.0,2.3479494014789504,86,Hobbyist,NAKGAMES,NAKGAMES,https://store.steampowered.com/app/2940310
10636,Planetstar Warrior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-03-20,False,1,1.99,1.0,0.0,100,Hobbyist,Hardbyte LLC,Todd Frantz,https://store.steampowered.com/app/2850120
10637,Plank Builders,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-08-29,False,80,11.99,759.0,4.204322607252492,80,Hobbyist,Diditopia Games,Diditopia Games,https://store.steampowered.com/app/1774860
10638,Plant the Towers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-11-28,False,35,2.99,62.0,0.9395334653346212,100,Hobbyist,SteelArg Games,SteelArg Games,https://store.steampowered.com/app/3244360
10639,Plantabi: Little Garden,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-02-19,False,1398,6.99,6661.0,3.3784352832735385,84,Indie,Adrian Corpuz,Adrian Corpuz,https://store.steampowered.com/app/2764070
10640,Planternauts,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-23,True,149,14.99,1397.0,1.912004332586984,55,Hobbyist,Cyri,Cyri,https://store.steampowered.com/app/3125700
10641,Plants Huddled Together,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-29,False,6341,0.0,0.0,2.5633105601834414,97,Indie,Catnip studio,Catnip studio,https://store.steampowered.com/app/3160400
10642,Plasma Orb,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-14,False,44,1.99,51.0,0.827627640864468,75,Hobbyist,Tzar Games Studio,Tzar Games Studio,https://store.steampowered.com/app/2794250
10643,Plastic Trick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-10-30,False,34,12.99,374.0,9.966082376593944,100,Hobbyist,Nochi Studios,Nochi Studios,https://store.steampowered.com/app/2916360
10644,PlasticFighter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-05-16,False,1,0.99,0.0,0.0,0,Hobbyist,STuNT,HORGAME,https://store.steampowered.com/app/2971630
10645,Plastomorphosis,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-24,False,637,6.99,2994.0,4.847539256692883,78,Indie,VidyGames,VidyGames,https://store.steampowered.com/app/2459430
10646,Plateman,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-07-18,False,25,8.99,182.0,1.5295797509199514,92,Indie,East2West Games,柠檬弓工作室,https://store.steampowered.com/app/2146970
10647,Platform,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-10-28,False,315,8.49,1714.0,3.959964438183066,86,Hobbyist,METAGAR,METAGAR,https://store.steampowered.com/app/3206240
10648,Platform 8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-05-31,False,208768,3.99,739014.0,0.9109625138209856,86,Indie,KOTAKE CREATE,KOTAKE CREATE,https://store.steampowered.com/app/2903560
10649,Platform Control,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-02,False,193,0.0,0.0,9.061303387810089,90,Hobbyist,YAGEL09,YAGEL09,https://store.steampowered.com/app/3050010
10650,Platformer,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-03-05,True,298,14.99,4020.0,27.370469391409184,67,Hobbyist,3Elements,3Elements,https://store.steampowered.com/app/2681580
10651,Platformer Paradise,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-06-26,True,94,0.0,0.0,3.171414460462502,83,Hobbyist,ProtoDevs,ProtoDevs,https://store.steampowered.com/app/3019930
10652,PlatinumS,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-08-22,False,36,3.99,103.0,2.430773840723316,50,Hobbyist,lucemCD,lucemCD,https://store.steampowered.com/app/2753950
10653,Plattis,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-05,False,48,4.99,129.0,1.8575452046796448,64,Hobbyist,10 games studios,10 games studios,https://store.steampowered.com/app/3244200
10654,Play And Pray,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-08-05,False,253,0.0,0.0,25.915126031086128,43,Hobbyist,StrawFighters,Strohkueste,https://store.steampowered.com/app/3086550
10655,Play Chess with Lady Bongcloud,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-08-15,False,28,1.99,36.0,0.8669133940880733,100,Hobbyist,RealMono Inc.,Dano Sato,https://store.steampowered.com/app/3132630
10656,Play a Match?: play a catch2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-09-06,False,15,1.99,26.0,4.561990576519039,100,Hobbyist,STAPgames,STAPgames,https://store.steampowered.com/app/3159810
10657,Play with my balls,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-06,False,473,29.99,421.0,3.7370900958772495,90,Indie,Galactic Geckon,Galactic Geckon,https://store.steampowered.com/app/3100910
10658,PlayCOQ: The Coop Defender,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-23,True,149,0.0,0.0,3.194429509952585,89,Hobbyist,Spark VC,ANIQ,https://store.steampowered.com/app/3179130
10659,Playback Loop,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-22,False,1639,0.0,0.0,7.283099706288596,97,Hobbyist,MapPack,MapPack,https://store.steampowered.com/app/2862670
10660,Playback Trauma®: The Dog,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-25,False,61,2.99,150.0,0.4225746280964225,82,Hobbyist,Undying Joy,Undying Joy,https://store.steampowered.com/app/2878640
10661,Player Non Player,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-04-04,False,260,9.99,1980.0,2.745309046792453,100,Hobbyist,Corjn,Jonathan Coryn,https://store.steampowered.com/app/2175690
10662,Player vs. Dealer Blackjack,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-10-01,False,15,2.99,30.0,28.78819725847956,100,Hobbyist,N11 Games Division,N11 Games Division,https://store.steampowered.com/app/3215840
10663,Playground Mayhem,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2024-06-24,True,40,3.99,138.0,1.987507618115499,100,Hobbyist,WindShift Studio,WindShift Studio,https://store.steampowered.com/app/2972530
10664,Playing God,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-22,False,30,4.99,125.0,1.923048271448793,100,Hobbyist,RATH,RATH,https://store.steampowered.com/app/3165320
10665,Playing Kafka,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21,False,8736,0.0,0.0,1.5284845917165486,0,Indie,Charles Games,Charles Games,https://store.steampowered.com/app/2911850
10666,Plaza Security #neverforget7/13,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-13,False,1,3.99,3.0,0.0,0,Hobbyist,2KG GAMING,2KG GAMING,https://store.steampowered.com/app/3028720
10667,"Please Leave Me Alone, I Need to Poop",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-07,False,141,4.99,411.0,1.1905853276260951,94,Hobbyist,CoproTech Enterprise Solutions,CoproTech Enterprise Solutions,https://store.steampowered.com/app/2686500
10668,Please Smile,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-12,False,1,4.99,4.0,0.0,0,Hobbyist,Red Jellyfish,Red Jellyfish,https://store.steampowered.com/app/3106620
10669,"Please, Boss!",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2024-04-14,False,154,2.99,137.0,0.4274694342845979,25,Hobbyist,StarRhythm Studio,StarRhythm Studio,https://store.steampowered.com/app/2392670
10670,"Please, Touch The Artwork 2",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-19,False,197573,0.0,1779.2449605708125,1.5259912370704485,99,Indie,Thomas Waterzooi,Thomas Waterzooi,https://store.steampowered.com/app/2600140
10671,Pleasure Delving,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-12-11,False,452,5.99,2112.0,3.22772175766875,58,Hobbyist,Cheruboom,Cheruboom,https://store.steampowered.com/app/3173540
10672,Pleasure Sweet Secret,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-01,False,1,1.99,1.0,0.0,100,Hobbyist,Raum Digital Studio,Raum Digital Studio,https://store.steampowered.com/app/3079230
10673,Pleasure Thieves,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-17,False,1098,11.99,10108.0,5.025806299231411,71,Indie,Honey Tales Factory,Honey Tales Factory,https://store.steampowered.com/app/2714170
10674,Plumber Survivors,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-09-27,False,22,6.99,138.0,9.732416815067443,100,Hobbyist,IRON GAMES,IRON GAMES,https://store.steampowered.com/app/2756670
10675,Plumber Survivors: Prologue,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-08-05,False,719,0.0,0.0,3.144387401475697,96,Hobbyist,IRON GAMES,IRON GAMES,https://store.steampowered.com/app/3092540
10676,PlunderPiece,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-29,False,15,1.99,26.0,0.0,100,Hobbyist,Kaiden Mastel,Kaiden Mastel,https://store.steampowered.com/app/2798260
10677,Plushie from the Sky,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-05-06,False,4031,11.99,35708.0,3.842926597506541,0,Indie,fishwind,fishwind,https://store.steampowered.com/app/1679510
10678,Pneumata,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-19,False,793,34.99,19814.0,6.239739338952973,50,Indie,Perp Games,Deadbolt Interactive,https://store.steampowered.com/app/1183850
10679,PockeDate! - Pocket Dating Simulator,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-11-27,False,10857,0.0,0.0,2.648873976870324,97,Indie,TERNOX,TERNOX,https://store.steampowered.com/app/3107350
10680,Pocket Idler: Fishing Pond,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-01,False,1391,2.99,3259.0,10.027113746995903,87,Hobbyist,Inner Realm Studios,Inner Realm Studios,https://store.steampowered.com/app/2934990
10681,Pocket Legend : Inventory Roguelike Deckbuilding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-10-28,True,1,0.0,0.0,0.0,0,Hobbyist,Shading Box,Shading Box,https://store.steampowered.com/app/3129790
10682,Pocket Mini Golf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2024-05-20,False,69,4.99,163.0,3.7995452899967472,100,Indie,"QubicGames,Gamersky Games",Vivid Games,https://store.steampowered.com/app/2631610
10683,Pocket Mini Golf 2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-05-20,False,139,4.99,330.0,4.44882231456219,93,Indie,"QubicGames,Gamersky Games",QubicGames,https://store.steampowered.com/app/2285980
10684,Pocket Oasis,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-05-08,False,431,11.99,3323.0,2.6142262162239294,76,Hobbyist,knit'n'purl game studio LLC,knit'n'purl game studio LLC,https://store.steampowered.com/app/2348830
10685,Pocket Pusher,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-01-15,False,4857,0.0,0.0,2.522170954197555,92,Indie,Skylor Beck,Skylor Beck,https://store.steampowered.com/app/2714210
10686,Pocket Waifu Rekindled,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-26,False,2815,19.99,46836.0,5.073475863024839,93,Indie,JNT Games,JNT Games,https://store.steampowered.com/app/2377110
10687,Pocket Waifu: Desktop Pet,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-13,False,33660,0.0,3912.3937250555928,193.5503238920528,97,Hobbyist,Silvervale,Mon Amiral,https://store.steampowered.com/app/2989820
10688,Pocketing the ball-Billiards Simulator - 8 ball- 3D pool,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2024-05-03,False,173,3.99,523.0,5.030599533504518,50,Hobbyist,OMO,OMO,https://store.steampowered.com/app/2754110
10689,Podnabu,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-07-29,False,1,14.99,26.0,2.449459312571811,100,Hobbyist,GameSleep,GameSleep,https://store.steampowered.com/app/2881770
10690,Poetry of Blood: Eclipse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-30,True,3589,14.99,43628.0,3.9622969487871753,90,Indie,NPC Entertainment,ZeroGameStudio,https://store.steampowered.com/app/2372330
10691,PoetryAdventure,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-12-06,False,114,8.99,669.0,2.663990546803084,85,Hobbyist,诗词中华古韵,诗词中华古韵,https://store.steampowered.com/app/3071490
10692,Pogo Girlfriend 👧🏼,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2024-03-15,False,259,2.99,408.0,1.77254649941341,80,Hobbyist,Jofer's Games,Jofer's Games,https://store.steampowered.com/app/2318880
10693,Pogo Knight,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-22,False,1,6.99,6.0,0.0,100,Hobbyist,Jimzzy,Jimzzy,https://store.steampowered.com/app/3261370
10694,Pogo Pogo,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-22,False,942,0.0,0.0,1.8662274304878967,81,Hobbyist,Retro Gears,Retro Gears,https://store.steampowered.com/app/2825400
10695,Pogo Rogue,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-24,False,7583,0.0,0.0,5.601533680435815,94,Hobbyist,Bounce Back Games,Bounce Back Games,https://store.steampowered.com/app/2870280
10696,Point Proven,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-13,False,15,4.99,67.0,6.498019170849885,100,Hobbyist,Exploding Soes,Exploding Soes,https://store.steampowered.com/app/3158770
10697,Point Salad - The Board Game,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2024-02-15,False,148,8.99,740.0,2.444917760364068,83,Indie,Mipmap Digital,Mipmap Digital,https://store.steampowered.com/app/2532360
10698,Poisonous Abyss,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2024-07-01,False,1,29.99,26.0,0.0,0,Hobbyist,Poisonous Abyss,Poisonous Abyss,https://store.steampowered.com/app/3051100
10699,Poker Dungeon : Joker's Madness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-05-16,True,877,8.99,5288.0,7.092018685231517,92,Hobbyist,fishbone games,fishbone games,https://store.steampowered.com/app/2946260
10700,Poker Tower Defense,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-08-06,False,15,0.99,12.0,0.0,0,Hobbyist,African boy Keita studio,African boy Keita studio,https://store.steampowered.com/app/3116200
10701,Poker Train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-12-12,False,260,0.0,0.0,4.335320783835765,33,Hobbyist,TTLCIC,TTLCIC,https://store.steampowered.com/app/3149430
10702,PokerBall,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-16,False,1,2.99,2.0,0.0,0,Hobbyist,JDR Studios,JDR Studios,https://store.steampowered.com/app/3135550
10703,Polarity Warthog,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-06,False,1,1.99,1.0,0.0,0,Hobbyist,Stuart Rutter,Stuart Rutter,https://store.steampowered.com/app/3303540
10704,Polda,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-26,False,2966,3.99,10427.0,4.634340644235636,95,Indie,"SleepTeam,Zima software","SleepTeam,Zima software",https://store.steampowered.com/app/2762710
10705,Polda 5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-01,False,825,3.99,2771.0,5.232692409316815,80,Indie,Zima software,Zima software,https://store.steampowered.com/app/2927550
10706,Polismos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-12-06,False,570,19.99,9435.0,9.546567844924034,79,Hobbyist,Composition GS,Composition GS,https://store.steampowered.com/app/2745040
